s1,s2,s3,action,reward,ns1,ns2,ns3,done
-0.0447385,0.99899876,3.4014843,1.849789179768445,-3.7704322,-0.263032,0.9647871,4.4282017,0.0
-0.263032,0.9647871,4.4282017,-0.9928708166985434,-5.336304,-0.49367154,0.86964846,5.0028615,0.0
-0.49367154,0.86964846,5.0028615,-0.011005976430458198,-6.858861,-0.71664435,0.69743884,5.6534467,0.0
-0.71664435,0.69743884,5.6534467,-0.7964867607329214,-8.812615,-0.8920367,0.45196304,6.057053,0.0
-0.8920367,0.45196304,6.057053,-0.8606380224901296,-10.8124695,-0.9879159,0.15499093,6.2669296,0.0
-0.9879159,0.15499093,6.2669296,-1.8524522105818688,-12.846915,-0.9888238,-0.14908907,6.1053047,0.0
-0.9888238,-0.14908907,6.1053047,0.4382573359195874,-12.679406,-0.8993095,-0.4373127,6.0592265,0.0
-0.8993095,-0.4373127,6.0592265,0.010716092915445952,-10.90206,-0.73897356,-0.6737345,5.7328496,0.0
-0.73897356,-0.6737345,5.7328496,-1.7940849950000426,-9.061022,-0.55105144,-0.8344713,4.958436,0.0
-0.55105144,-0.8344713,4.958436,-0.8854141430535543,-7.1009183,-0.36500224,-0.93100667,4.1997705,0.0
-0.36500224,-0.93100667,4.1997705,1.6330635438666148,-5.547288,-0.18523546,-0.98269415,3.746475,0.0
-0.18523546,-0.98269415,3.746475,-1.0417524373321103,-4.4921203,-0.043638024,-0.9990474,2.8531914,0.0
-0.043638024,-0.9990474,2.8531914,-1.4204205116351076,-3.422531,0.05086829,-0.9987054,1.8908428,0.0
0.05086829,-0.9987054,1.8908428,-0.04218895888974794,-2.667645,0.10745665,-0.99420977,1.1354854,0.0
0.10745665,-0.99420977,1.1354854,1.9426018164424028,-2.273461,0.14125147,-0.9899737,0.6812184,0.0
0.14125147,-0.9899737,0.6812184,-1.0317789139539983,-2.089714,0.1305503,-0.99144167,-0.21602874,0.0
0.1305503,-0.99144167,-0.21602874,0.6885421896235142,-2.0783732,0.08799363,-0.99612105,-0.85632867,0.0
0.08799363,-0.99612105,-0.85632867,1.0464784613148703,-2.272791,0.01578454,-0.9998754,-1.4464477,0.0
0.01578454,-0.9998754,-1.4464477,-1.0494498240304013,-2.628382,-0.10172712,-0.99481237,-2.3537717,0.0
-0.10172712,-0.99481237,-2.3537717,0.9128653944474383,-3.3527818,-0.24745333,-0.9688998,-2.9629512,0.0
-0.24745333,-0.9688998,-2.9629512,-0.5288674691229871,-4.1936727,-0.42458072,-0.9053901,-3.7689562,0.0
-0.42458072,-0.9053901,-3.7689562,0.5292233223743179,-5.45805,-0.6106883,-0.7918711,-4.368615,0.0
-0.6106883,-0.7918711,-4.368615,0.5341188430435788,-6.8715277,-0.7839789,-0.6207875,-4.8824005,0.0
-0.7839789,-0.6207875,-4.8824005,0.1430987362990339,-8.493826,-0.91972363,-0.3925665,-5.3265266,0.0
-0.91972363,-0.3925665,-5.3265266,-1.6388409197823668,-10.337461,-0.99394715,-0.109859385,-5.8667774,0.0
